k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
     119|[0.0387122126935835, 0.0690522128523463, 0.018001522187125, -0.0335394719789619, -0.0020090211602801, 0.0209972902795836, -0.0501064401807958, 0.0138690786436391, 0.0036026234708571, -0.0104015843292545, -0.0248259362373702, -0.0093415423687344, -0.0263470094262451, 0.0039696478241916, -0.0015042912005042, -0.0349325428327157, -0.0219710494540595, -0.020046342365046, 0.0197242362557927, -0.0321170223493106, -0.0315144047691893, -0.0341260572008717, 0.0136308387069201, 0.0307415198607161, 0.02331295504716, 0.0038326824278235, -0.001371378156347, 0.0243390227247194, -0.0089868657307348, -0.01315239803111, 0.0882273285939755, 0.0042551455622619, -0.0719071368507055, -0.0086157082289704, 0.0800140759208465, 0.0073069269605464, 0.0018481575089662, -0.0209533842186014, 0.0143087661083934, 0.1078893632997461, 0.0331432623977726, -0.0617723396443049, 0.0115986997862672, 0.0866557375208739, 0.0183516806229164, -0.0144248981443399, 0.0127997109019183, 0.0275575320239835, 0.1461426344294738, 0.0459761197094473, -0.0383421056730981, 0.0265953563268086, 0.1154573917083532, 0.0305391495818257, 1.59430253024e-05, 0.029598886810432, 0.0076896309523998]|  0.0000043520952111|      0.00000191|[11543, 3808, 119, 357]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     120|[0.0387122126935835, 0.0690522128523463, 0.018001522187125, -0.0335394719789619, -0.0020090211602801, 0.0209972902795836, -0.0501064401807958, 0.0138690786436391, 0.0036026234708571, -0.0104015843292545, -0.0248259362373702, -0.0093415423687344, -0.0263470094262451, 0.0039696478241916, -0.0015042912005042, -0.0349325428327157, -0.0219710494540595, -0.020046342365046, 0.0197242362557927, -0.0321170223493106, -0.0315144047691893, -0.0341260572008717, 0.0136308387069201, 0.0307415198607161, 0.02331295504716, 0.0038326824278235, -0.001371378156347, 0.0243390227247194, -0.0089868657307348, -0.01315239803111, 0.0882273285939755, 0.0042551455622619, -0.0719071368507055, -0.0086157082289704, 0.0800140759208465, 0.0073069269605464, 0.0018481575089662, -0.0209533842186014, 0.0143087661083934, 0.1078893632997461, 0.0331432623977726, -0.0617723396443049, 0.0115986997862672, 0.0866557375208739, 0.0183516806229164, -0.0144248981443399, 0.0127997109019183, 0.0275575320239835, 0.1461426344294738, 0.0459761197094473, -0.0383421056730981, 0.0265953563268086, 0.1154573917083532, 0.0305391495818257, 1.59430253024e-05, 0.029598886810432, 0.0076896309523998]|  0.0000043520952111|      0.00000095|[11640, 3840, 120, 360]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     121|[0.0387122126935835, 0.0690522128523463, 0.018001522187125, -0.0335394719789619, -0.0020090211602801, 0.0209972902795836, -0.0501064401807958, 0.0138690786436391, 0.0036026234708571, -0.0104015843292545, -0.0248259362373702, -0.0093415423687344, -0.0263470094262451, 0.0039696478241916, -0.0015042912005042, -0.0349325428327157, -0.0219710494540595, -0.020046342365046, 0.0197242362557927, -0.0321170223493106, -0.0315144047691893, -0.0341260572008717, 0.0136308387069201, 0.0307415198607161, 0.02331295504716, 0.0038326824278235, -0.001371378156347, 0.0243390227247194, -0.0089868657307348, -0.01315239803111, 0.0882273285939755, 0.0042551455622619, -0.0719071368507055, -0.0086157082289704, 0.0800140759208465, 0.0073069269605464, 0.0018481575089662, -0.0209533842186014, 0.0143087661083934, 0.1078893632997461, 0.0331432623977726, -0.0617723396443049, 0.0115986997862672, 0.0866557375208739, 0.0183516806229164, -0.0144248981443399, 0.0127997109019183, 0.0275575320239835, 0.1461426344294738, 0.0459761197094473, -0.0383421056730981, 0.0265953563268086, 0.1154573917083532, 0.0305391495818257, 1.59430253024e-05, 0.029598886810432, 0.0076896309523998]|  0.0000043520952111|      0.00000048|[11737, 3872, 121, 363]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     122|[0.038712215886729, 0.0690522296727836, 0.0180014323588011, -0.0335395521333853, -0.002009051083833, 0.0209973538605996, -0.0501064686899696, 0.0138690648293235, 0.0036027157336681, -0.0104016484547188, -0.0248259980594165, -0.0093416159987131, -0.0263470180816555, 0.0039696125062416, -0.0015042812000355, -0.0349325712761881, -0.0219709995125977, -0.0200463302501858, 0.0197242393474098, -0.0321169982944791, -0.031514370989357, -0.034125985120269, 0.0136309315835617, 0.0307415581628349, 0.0233129625006232, 0.0038325924282636, -0.0013714553535394, 0.024338966220325, -0.008986944339922, -0.0131523797761475, 0.0882273100912916, 0.004255133741461, -0.0719071315964029, -0.0086156085622548, 0.0800140007352936, 0.0073068597391719, 0.0018481178616514, -0.0209534358722659, 0.0143087055486814, 0.1078893354930789, 0.033143305733462, -0.0617722976139144, 0.0115986281635813, 0.0866557139943442, 0.0183516347635755, -0.0144248819547162, 0.0127996862263024, 0.0275574887240058, 0.1461428159367717, 0.0459762502945206, -0.0383421603127529, 0.026595331623623, 0.1154575720535337, 0.0305392270888996, 1.60012367539e-05, 0.0295988896158933, 0.0076896395119823]|  0.0000032746600928|      0.00000095|[11834, 3904, 122, 366]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     123|[0.0387121162463075, 0.0690522321504757, 0.018001558890339, -0.0335394862965958, -0.0020088478599042, 0.0209973474260352, -0.0501064816728529, 0.013868906236425, 0.003602525114348, -0.0104015579534495, -0.0248260100924602, -0.0093415727637036, -0.0263470254842903, 0.0039696112800408, -0.0015042217585683, -0.0349325807592613, -0.0219710895444442, -0.0200462503338332, 0.0197242149563374, -0.0321168432740584, -0.0315143187106456, -0.0341258388088993, 0.0136309557272831, 0.0307414942469285, 0.0233128326615231, 0.0038325095041947, -0.0013713099281275, 0.0243390107533771, -0.0089869559615614, -0.0131524531999956, 0.0882271958586023, 0.0042552170357955, -0.071907161831676, -0.0086156009473292, 0.0800139243177021, 0.0073067852564017, 0.0018480286795984, -0.0209533049465783, 0.0143085206773293, 0.1078889180408267, 0.0331430316286976, -0.0617724553050129, 0.0115985265768683, 0.08665549506587, 0.0183516163646504, -0.0144249166635935, 0.0127997395908451, 0.0275575156776856, 0.146143152239467, 0.0459762904222038, -0.0383421189971152, 0.0265953903427087, 0.1154577608849203, 0.030539176183171, 1.61835454012e-05, 0.0295987433255088, 0.0076896429749436]|  0.0000020829435763|      0.00000191|[11931, 3936, 123, 369]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     124|[0.0387121162463075, 0.0690522321504757, 0.018001558890339, -0.0335394862965958, -0.0020088478599042, 0.0209973474260352, -0.0501064816728529, 0.013868906236425, 0.003602525114348, -0.0104015579534495, -0.0248260100924602, -0.0093415727637036, -0.0263470254842903, 0.0039696112800408, -0.0015042217585683, -0.0349325807592613, -0.0219710895444442, -0.0200462503338332, 0.0197242149563374, -0.0321168432740584, -0.0315143187106456, -0.0341258388088993, 0.0136309557272831, 0.0307414942469285, 0.0233128326615231, 0.0038325095041947, -0.0013713099281275, 0.0243390107533771, -0.0089869559615614, -0.0131524531999956, 0.0882271958586023, 0.0042552170357955, -0.071907161831676, -0.0086156009473292, 0.0800139243177021, 0.0073067852564017, 0.0018480286795984, -0.0209533049465783, 0.0143085206773293, 0.1078889180408267, 0.0331430316286976, -0.0617724553050129, 0.0115985265768683, 0.08665549506587, 0.0183516163646504, -0.0144249166635935, 0.0127997395908451, 0.0275575156776856, 0.146143152239467, 0.0459762904222038, -0.0383421189971152, 0.0265953903427087, 0.1154577608849203, 0.030539176183171, 1.61835454012e-05, 0.0295987433255088, 0.0076896429749436]|  0.0000020829435763|      0.00000095|[12028, 3968, 124, 372]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     125|[0.0387121162463075, 0.0690522321504757, 0.018001558890339, -0.0335394862965958, -0.0020088478599042, 0.0209973474260352, -0.0501064816728529, 0.013868906236425, 0.003602525114348, -0.0104015579534495, -0.0248260100924602, -0.0093415727637036, -0.0263470254842903, 0.0039696112800408, -0.0015042217585683, -0.0349325807592613, -0.0219710895444442, -0.0200462503338332, 0.0197242149563374, -0.0321168432740584, -0.0315143187106456, -0.0341258388088993, 0.0136309557272831, 0.0307414942469285, 0.0233128326615231, 0.0038325095041947, -0.0013713099281275, 0.0243390107533771, -0.0089869559615614, -0.0131524531999956, 0.0882271958586023, 0.0042552170357955, -0.071907161831676, -0.0086156009473292, 0.0800139243177021, 0.0073067852564017, 0.0018480286795984, -0.0209533049465783, 0.0143085206773293, 0.1078889180408267, 0.0331430316286976, -0.0617724553050129, 0.0115985265768683, 0.08665549506587, 0.0183516163646504, -0.0144249166635935, 0.0127997395908451, 0.0275575156776856, 0.146143152239467, 0.0459762904222038, -0.0383421189971152, 0.0265953903427087, 0.1154577608849203, 0.030539176183171, 1.61835454012e-05, 0.0295987433255088, 0.0076896429749436]|  0.0000020829435763|      0.00000048|[12125, 4000, 125, 375]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     126|[0.038712228663247, 0.0690522163369217, 0.0180014415931804, -0.0335395656307726, -0.0020089822785827, 0.0209973267260924, -0.0501064266979761, 0.0138688745603909, 0.0036024473876686, -0.0104015841518515, -0.0248260403576773, -0.0093414563819271, -0.0263470774728857, 0.0039696104242225, -0.0015042302082403, -0.0349325999046159, -0.0219711228492668, -0.0200462828326253, 0.0197242085543097, -0.0321167980709859, -0.0315142820083359, -0.0341259935729897, 0.0136308305211943, 0.0307414908710748, 0.0233128745470276, 0.003832465835956, -0.0013714197457654, 0.0243389530357933, -0.0089869196334069, -0.0131524283409412, 0.0882272070981336, 0.0042552325687133, -0.0719071690829609, -0.0086155912380187, 0.0800139035886226, 0.007306782629692, 0.0018480175806826, -0.0209533110960429, 0.0143085446273678, 0.1078889117093692, 0.0331430686438168, -0.0617724228017018, 0.0115984864907414, 0.0866554566427813, 0.0183515942958965, -0.0144249327321494, 0.0127997732913089, 0.0275575253074551, 0.1461433345556116, 0.0459762166911339, -0.0383421684214764, 0.0265954730813179, 0.1154578627574031, 0.0305392648678846, 1.62307821752e-05, 0.0295987913341145, 0.0076896804170888]|  0.0000014484946940|      0.00000095|[12222, 4032, 126, 378]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     127|[0.038712228663247, 0.0690522163369217, 0.0180014415931804, -0.0335395656307726, -0.0020089822785827, 0.0209973267260924, -0.0501064266979761, 0.0138688745603909, 0.0036024473876686, -0.0104015841518515, -0.0248260403576773, -0.0093414563819271, -0.0263470774728857, 0.0039696104242225, -0.0015042302082403, -0.0349325999046159, -0.0219711228492668, -0.0200462828326253, 0.0197242085543097, -0.0321167980709859, -0.0315142820083359, -0.0341259935729897, 0.0136308305211943, 0.0307414908710748, 0.0233128745470276, 0.003832465835956, -0.0013714197457654, 0.0243389530357933, -0.0089869196334069, -0.0131524283409412, 0.0882272070981336, 0.0042552325687133, -0.0719071690829609, -0.0086155912380187, 0.0800139035886226, 0.007306782629692, 0.0018480175806826, -0.0209533110960429, 0.0143085446273678, 0.1078889117093692, 0.0331430686438168, -0.0617724228017018, 0.0115984864907414, 0.0866554566427813, 0.0183515942958965, -0.0144249327321494, 0.0127997732913089, 0.0275575253074551, 0.1461433345556116, 0.0459762166911339, -0.0383421684214764, 0.0265954730813179, 0.1154578627574031, 0.0305392648678846, 1.62307821752e-05, 0.0295987913341145, 0.0076896804170888]|  0.0000014484946940|      0.00000048|[12319, 4064, 127, 381]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     128|[0.0387120626322232, 0.0690522942205399, 0.0180016143438371, -0.03353942946663, -0.0020088732714451, 0.0209973456897003, -0.0501064660420572, 0.0138689194163184, 0.0036024928436333, -0.0104015415581764, -0.0248259388975793, -0.0093414631169659, -0.0263470777138177, 0.0039695622615445, -0.0015042178978192, -0.0349325739887127, -0.0219711417659828, -0.0200463002967659, 0.0197242257004888, -0.0321168327437503, -0.0315143031522164, -0.0341259231557977, 0.0136309291401751, 0.0307415089176893, 0.0233128549760151, 0.0038324650573641, -0.0013713613912739, 0.0243390011283188, -0.0089869231023171, -0.013152429249257, 0.0882272174208178, 0.0042552877305544, -0.0719071304094133, -0.0086156214348202, 0.0800138794643686, 0.0073067554296928, 0.0018479877546177, -0.0209533173371381, 0.0143085637814599, 0.107888849771396, 0.0331431977641705, -0.0617723509400285, 0.0115984424346489, 0.0866554225609932, 0.018351476618738, -0.0144249686135904, 0.0127998256046307, 0.0275575167087442, 0.1461434376080601, 0.0459762522391799, -0.0383422140438184, 0.0265954915152115, 0.1154579868031272, 0.0305392739788941, 1.6240146758e-05, 0.0295987992292644, 0.0076897407672706]|  0.0000011513946784|      0.00000095|[12416, 4096, 128, 384]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
     129|[0.0387120626322232, 0.0690522942205399, 0.0180016143438371, -0.03353942946663, -0.0020088732714451, 0.0209973456897003, -0.0501064660420572, 0.0138689194163184, 0.0036024928436333, -0.0104015415581764, -0.0248259388975793, -0.0093414631169659, -0.0263470777138177, 0.0039695622615445, -0.0015042178978192, -0.0349325739887127, -0.0219711417659828, -0.0200463002967659, 0.0197242257004888, -0.0321168327437503, -0.0315143031522164, -0.0341259231557977, 0.0136309291401751, 0.0307415089176893, 0.0233128549760151, 0.0038324650573641, -0.0013713613912739, 0.0243390011283188, -0.0089869231023171, -0.013152429249257, 0.0882272174208178, 0.0042552877305544, -0.0719071304094133, -0.0086156214348202, 0.0800138794643686, 0.0073067554296928, 0.0018479877546177, -0.0209533173371381, 0.0143085637814599, 0.107888849771396, 0.0331431977641705, -0.0617723509400285, 0.0115984424346489, 0.0866554225609932, 0.018351476618738, -0.0144249686135904, 0.0127998256046307, 0.0275575167087442, 0.1461434376080601, 0.0459762522391799, -0.0383422140438184, 0.0265954915152115, 0.1154579868031272, 0.0305392739788941, 1.6240146758e-05, 0.0295987992292644, 0.0076897407672706]|  0.0000011513946784|      0.00000048|[12513, 4128, 129, 387]                                                    |  | used linear model with 129 points | iterate failure | actual_k=16
     130|[0.0387122246067421, 0.0690522684020444, 0.0180014253900395, -0.0335395287828481, -0.0020090526243401, 0.0209972898473842, -0.0501064611212324, 0.0138689309063197, 0.003602412804667, -0.01040157957018, -0.0248260396603041, -0.0093414683295352, -0.0263470912637326, 0.0039695086587218, -0.0015042010044158, -0.0349326130739534, -0.0219711701310177, -0.0200462612105226, 0.0197241764104488, -0.0321168511539497, -0.0315143103652143, -0.0341260161737376, 0.0136308872912571, 0.0307414826586815, 0.0233128940980695, 0.0038324481073935, -0.0013714105267513, 0.0243389861578018, -0.0089869858866234, -0.0131524028126685, 0.0882271599105613, 0.0042552171841235, -0.0719070933992048, -0.0086156196383747, 0.0800138496692692, 0.0073068134733469, 0.0018480128850772, -0.0209532825507025, 0.0143085562970185, 0.1078888121307262, 0.0331431758501233, -0.0617723876533827, 0.0115984971782421, 0.0866553617914471, 0.0183514670667479, -0.0144249802711179, 0.0127998406531244, 0.0275574919314057, 0.146143581569459, 0.0459762446438123, -0.0383422897505569, 0.0265954823734953, 0.1154580746867258, 0.0305393332884112, 1.62113810939e-05, 0.0295988648280495, 0.0076897786395567]|  0.0000007409537167|      0.00000095|[12610, 4160, 130, 390]                                                    |  | used linear model with 129 points | iterate success | actual_k=16
