k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      24|[-0.5575330667197704, 2.4115444906055927, 2.8244474343955517, 0.3480935655534267, 2.954196222592145, -0.0202210159040987, 2.72008844796801, 1.8822900503873825, -1.412727851420641, 0.1055206768214703, 0.8230468267574906, 2.420587503584102, 0.8515117885544896, 2.031301121227443, -0.5198958702385426, 1.1908466313034296, -0.0200760546140373, -0.0386557076126337, 1.53746254183352, 1.8120501143857837, 1.970979169011116, -2.5198208265937865, -2.0359423458576202, 1.290449431631714, 0.1902756080962718, 2.25424287840724, 1.0481618968769908, -0.5029298849403858, 0.7134476639330387, 0.7660157331265509, 1.1907313875854015, 0.3832672027056105, 1.1602868374902755, 0.3889913174789399, 1.577607068407815, 0.9367367047816515, -0.5036379462108016, 0.8963864184916019, 0.5302389161661267, 1.231724547687918, 0.9976560538634658, -0.0840373598621227, 1.2009736422332935, 0.8688881457783282, 0.8476057158259209, 0.6382189583964646, 1.1525693104485981, 1.0226039211265743, 2.0444407834729645, 0.2815557206049562, -0.1381743378005922, -0.662122331559658, -1.9215666691234219, 8.258909980810131]|119.7101440429687500|      1.00000000|[2881, 192, 0, 48]                                                         | 
      25|[-0.5456344969570637, 2.338904280215502, 2.868596836924553, 0.2669199146330357, 2.9827263415791094, -0.0374910947866738, 2.7582995477714576, 1.9634245857596397, -1.42036799993366, 0.1107402699999511, 0.9462811881676316, 2.4703066733200103, 0.7661884548142552, 2.08410947304219, -0.5186084198066965, 1.137759143486619, -0.0887163537554443, 0.0725339855998755, 1.3429093156009912, 1.8029660107567906, 2.034952513873577, -2.550964164081961, -2.04396955575794, 1.2821364714764059, 0.1576005578972399, 2.379252564162016, 1.0227969167754054, -0.4645024910569191, 0.6457732580602169, 0.7685882681980729, 1.226253718137741, 0.4075513382558711, 1.1475120468530804, 0.3943612358998507, 1.5627081340062432, 0.9790271762758493, -0.518177387304604, 0.9973638765513897, 0.5226337895728648, 1.1948120393790305, 1.025402613915503, -0.1933452673838474, 1.0934434059890918, 0.9112235144712031, 0.7900384136883076, 0.6343464530073106, 1.0350352541427128, 0.9392698253504932, 2.0734919103852008, 0.3980972329154611, -0.0451048142276704, -0.5354189649224281, -1.8368924523165333, 8.241731734058703]|118.1165161132812500|      3.33333333|[3001, 200, 0, 50]                                                         | 
      26|[-0.5456344969570637, 2.338904280215502, 2.868596836924553, 0.2669199146330357, 2.9827263415791094, -0.0374910947866738, 2.7582995477714576, 1.9634245857596397, -1.42036799993366, 0.1107402699999511, 0.9462811881676316, 2.4703066733200103, 0.7661884548142552, 2.08410947304219, -0.5186084198066965, 1.137759143486619, -0.0887163537554443, 0.0725339855998755, 1.3429093156009912, 1.8029660107567906, 2.034952513873577, -2.550964164081961, -2.04396955575794, 1.2821364714764059, 0.1576005578972399, 2.379252564162016, 1.0227969167754054, -0.4645024910569191, 0.6457732580602169, 0.7685882681980729, 1.226253718137741, 0.4075513382558711, 1.1475120468530804, 0.3943612358998507, 1.5627081340062432, 0.9790271762758493, -0.518177387304604, 0.9973638765513897, 0.5226337895728648, 1.1948120393790305, 1.025402613915503, -0.1933452673838474, 1.0934434059890918, 0.9112235144712031, 0.7900384136883076, 0.6343464530073106, 1.0350352541427128, 0.9392698253504932, 2.0734919103852008, 0.3980972329154611, -0.0451048142276704, -0.5354189649224281, -1.8368924523165333, 8.241731734058703]|118.1165161132812500|      1.00000000|[3121, 208, 0, 52]                                                         | 
      27|[-0.5456344969570637, 2.338904280215502, 2.868596836924553, 0.2669199146330357, 2.9827263415791094, -0.0374910947866738, 2.7582995477714576, 1.9634245857596397, -1.42036799993366, 0.1107402699999511, 0.9462811881676316, 2.4703066733200103, 0.7661884548142552, 2.08410947304219, -0.5186084198066965, 1.137759143486619, -0.0887163537554443, 0.0725339855998755, 1.3429093156009912, 1.8029660107567906, 2.034952513873577, -2.550964164081961, -2.04396955575794, 1.2821364714764059, 0.1576005578972399, 2.379252564162016, 1.0227969167754054, -0.4645024910569191, 0.6457732580602169, 0.7685882681980729, 1.226253718137741, 0.4075513382558711, 1.1475120468530804, 0.3943612358998507, 1.5627081340062432, 0.9790271762758493, -0.518177387304604, 0.9973638765513897, 0.5226337895728648, 1.1948120393790305, 1.025402613915503, -0.1933452673838474, 1.0934434059890918, 0.9112235144712031, 0.7900384136883076, 0.6343464530073106, 1.0350352541427128, 0.9392698253504932, 2.0734919103852008, 0.3980972329154611, -0.0451048142276704, -0.5354189649224281, -1.8368924523165333, 8.241731734058703]|118.1165161132812500|      0.30000000|[3241, 216, 0, 54]                                                         | 
      28|[-0.5664818175137043, 2.350047276355326, 2.842958737164736, 0.25501998513937, 2.9580636345781386, 0.0057638916186988, 2.7568012821138836, 1.9816765300929546, -1.3817653646692634, 0.1056732847355306, 1.0023563737049699, 2.470966911758296, 0.7659321654064115, 2.1174974953755736, -0.48370134702418, 1.1594551242887974, -0.0616845260374248, 0.0448064338415861, 1.3689931631088257, 1.7882532700896263, 2.058141890913248, -2.573058715555817, -2.0595248751342297, 1.2127700387500226, 0.1264602211304009, 2.3528587128967047, 1.0209913365542889, -0.5147230960428715, 0.6406437405385077, 0.7465641414746642, 1.2201732625253499, 0.3926594250951894, 1.1440456598065794, 0.3858185482677072, 1.5675154041382484, 0.9921985017135739, -0.5055073564872146, 0.9948948572855443, 0.4979540449567139, 1.2275435947813094, 0.9803953403607011, -0.2482827604399063, 1.3223000142606907, 0.864732573274523, 0.75190807072795, 0.6115355337969959, 1.0280552652548067, 0.9476808025501668, 2.0860691526031587, 0.4159771921113133, -0.0378412352874875, -0.516607528552413, -1.8375550822747755, 8.226328121541883]|112.7660369873046875|      1.00000000|[3361, 224, 0, 56]                                                         | 
      29|[-0.5664818175137043, 2.350047276355326, 2.842958737164736, 0.25501998513937, 2.9580636345781386, 0.0057638916186988, 2.7568012821138836, 1.9816765300929546, -1.3817653646692634, 0.1056732847355306, 1.0023563737049699, 2.470966911758296, 0.7659321654064115, 2.1174974953755736, -0.48370134702418, 1.1594551242887974, -0.0616845260374248, 0.0448064338415861, 1.3689931631088257, 1.7882532700896263, 2.058141890913248, -2.573058715555817, -2.0595248751342297, 1.2127700387500226, 0.1264602211304009, 2.3528587128967047, 1.0209913365542889, -0.5147230960428715, 0.6406437405385077, 0.7465641414746642, 1.2201732625253499, 0.3926594250951894, 1.1440456598065794, 0.3858185482677072, 1.5675154041382484, 0.9921985017135739, -0.5055073564872146, 0.9948948572855443, 0.4979540449567139, 1.2275435947813094, 0.9803953403607011, -0.2482827604399063, 1.3223000142606907, 0.864732573274523, 0.75190807072795, 0.6115355337969959, 1.0280552652548067, 0.9476808025501668, 2.0860691526031587, 0.4159771921113133, -0.0378412352874875, -0.516607528552413, -1.8375550822747755, 8.226328121541883]|112.7660369873046875|      0.30000000|[3481, 232, 0, 58]                                                         | 
      30|[-0.5184482969343662, 2.3025751570239663, 2.754186760634184, 0.2505176360718906, 2.913211012724787, -0.0034114331938326, 2.8471710207522847, 1.988894760608673, -1.414230897091329, 0.0746084614656866, 0.9622635515406728, 2.541665828670375, 0.759086533304071, 2.1452094269916415, -0.4350464405724779, 1.1872839629650116, -0.0543087059631944, 0.0175087936222553, 1.3596783094108105, 1.8309208415448666, 2.0801803562790155, -2.6317380839027464, -2.04574541375041, 1.154880107846111, 0.2125206631608307, 2.3540704112965614, 0.8539198599755764, -0.5053782435134053, 0.6774606206454337, 0.7202997067943215, 1.2379704066552222, 0.3930993130779825, 1.1596377561800182, 0.3816046791616827, 1.5426628358545713, 0.9940872098086402, -0.5242357132956386, 0.9708937879186124, 0.4902063412591815, 1.232744830660522, 0.9914524452760816, -0.2478134614939336, 1.311751083645504, 0.8732742029242218, 0.7591378570941743, 0.6087233447469771, 1.029077131592203, 0.9174701175652444, 2.095996406773338, 0.445559891872108, -0.0236460044980049, -0.4736895058304071, -1.8251699234751868, 8.207673963202978]|111.2548446655273438|      1.00000000|[3601, 240, 0, 60]                                                         | 
      31|[-0.5553501360118389, 2.2589028449729085, 2.798766579478979, 0.2098946790210903, 2.923166182357818, 0.0412480770610273, 2.7098900350392796, 2.0872341617941856, -1.4164330994244665, 0.0873155393637717, 0.9612785163335502, 2.6605404530419037, 0.7045695845445152, 2.2402187613770366, -0.4128461187938228, 1.1094780340790749, 0.0012833988294005, -0.0922449566423893, 1.4010727889835835, 1.8831779398024082, 1.9287547562271357, -2.5962378294207156, -1.9944590888917446, 1.1828862293623388, 0.2177703478373587, 2.3672620116267353, 0.8709529507905245, -0.5095912595279515, 0.667322117369622, 0.6663652332499623, 1.244249070994556, 0.3458762554801069, 1.0986266802065074, 0.4520936238113791, 1.4792262457194738, 1.0550929660676047, -0.5261791102821007, 1.0138452115934342, 0.5270318789407611, 1.2387621472589672, 1.1306359069421887, -0.1707821620220784, 1.2838324598851614, 0.7836424591951072, 0.7524933599343058, 0.7408340596593916, 1.0218301572022028, 1.0265921778045595, 2.087315216573188, 0.4861356718465686, -0.0124391308054328, -0.4972072578966618, -1.8536800637302804, 8.408161964311148]|109.6275024414062500|      3.33333333|[3721, 248, 0, 62]                                                         | 
      32|[-0.5553501360118389, 2.2589028449729085, 2.798766579478979, 0.2098946790210903, 2.923166182357818, 0.0412480770610273, 2.7098900350392796, 2.0872341617941856, -1.4164330994244665, 0.0873155393637717, 0.9612785163335502, 2.6605404530419037, 0.7045695845445152, 2.2402187613770366, -0.4128461187938228, 1.1094780340790749, 0.0012833988294005, -0.0922449566423893, 1.4010727889835835, 1.8831779398024082, 1.9287547562271357, -2.5962378294207156, -1.9944590888917446, 1.1828862293623388, 0.2177703478373587, 2.3672620116267353, 0.8709529507905245, -0.5095912595279515, 0.667322117369622, 0.6663652332499623, 1.244249070994556, 0.3458762554801069, 1.0986266802065074, 0.4520936238113791, 1.4792262457194738, 1.0550929660676047, -0.5261791102821007, 1.0138452115934342, 0.5270318789407611, 1.2387621472589672, 1.1306359069421887, -0.1707821620220784, 1.2838324598851614, 0.7836424591951072, 0.7524933599343058, 0.7408340596593916, 1.0218301572022028, 1.0265921778045595, 2.087315216573188, 0.4861356718465686, -0.0124391308054328, -0.4972072578966618, -1.8536800637302804, 8.408161964311148]|109.6275024414062500|      1.00000000|[3841, 256, 0, 64]                                                         | 
      33|[-0.5202479995787144, 2.1780945854261518, 2.4773026071488857, 0.1680518980138004, 2.933413769584149, 0.0038297935388982, 2.95308455551276, 2.1342070922255516, -1.6320792322512716, 0.0498387352563441, 0.9854868068359792, 2.8089499686611816, 0.6860190954466816, 2.3141446141526103, -0.2448867267230526, 1.2127983644604683, 0.0392287662252784, -0.2691289223730564, 1.2602911330759525, 2.0749056823551655, 1.959788603708148, -2.74519162485376, -1.9328102730214596, 1.807356224860996, 0.1366341137327254, 2.452862514415756, 1.1227765250951052, -0.4426236231811345, 0.5845136973075569, 0.7902603344991803, 1.217471401207149, 0.3785493350005709, 1.0786259560845792, 0.484380621695891, 1.5361817024531774, 1.024321652832441, -0.640381445758976, 1.0270039548631757, 0.6330946339294314, 1.2039252179674804, 1.0924712205305696, -0.1771539176406804, 1.3877198018017225, 0.6579243275336921, 0.7090243257989641, 0.7147037503309548, 0.9325116805848666, 0.9991102549247444, 2.1676457970461342, 0.4309755293652415, 0.0685321548953652, -0.5937597118318081, -1.8770477014986682, 8.428760191469337]|102.6548080444335938|      3.33333333|[3961, 264, 0, 66]                                                         | 
      34|[-0.5202479995787144, 2.1780945854261518, 2.4773026071488857, 0.1680518980138004, 2.933413769584149, 0.0038297935388982, 2.95308455551276, 2.1342070922255516, -1.6320792322512716, 0.0498387352563441, 0.9854868068359792, 2.8089499686611816, 0.6860190954466816, 2.3141446141526103, -0.2448867267230526, 1.2127983644604683, 0.0392287662252784, -0.2691289223730564, 1.2602911330759525, 2.0749056823551655, 1.959788603708148, -2.74519162485376, -1.9328102730214596, 1.807356224860996, 0.1366341137327254, 2.452862514415756, 1.1227765250951052, -0.4426236231811345, 0.5845136973075569, 0.7902603344991803, 1.217471401207149, 0.3785493350005709, 1.0786259560845792, 0.484380621695891, 1.5361817024531774, 1.024321652832441, -0.640381445758976, 1.0270039548631757, 0.6330946339294314, 1.2039252179674804, 1.0924712205305696, -0.1771539176406804, 1.3877198018017225, 0.6579243275336921, 0.7090243257989641, 0.7147037503309548, 0.9325116805848666, 0.9991102549247444, 2.1676457970461342, 0.4309755293652415, 0.0685321548953652, -0.5937597118318081, -1.8770477014986682, 8.428760191469337]|102.6548080444335938|      1.00000000|[4081, 272, 0, 68]                                                         | 
      35|[-0.5202479995787144, 2.1780945854261518, 2.4773026071488857, 0.1680518980138004, 2.933413769584149, 0.0038297935388982, 2.95308455551276, 2.1342070922255516, -1.6320792322512716, 0.0498387352563441, 0.9854868068359792, 2.8089499686611816, 0.6860190954466816, 2.3141446141526103, -0.2448867267230526, 1.2127983644604683, 0.0392287662252784, -0.2691289223730564, 1.2602911330759525, 2.0749056823551655, 1.959788603708148, -2.74519162485376, -1.9328102730214596, 1.807356224860996, 0.1366341137327254, 2.452862514415756, 1.1227765250951052, -0.4426236231811345, 0.5845136973075569, 0.7902603344991803, 1.217471401207149, 0.3785493350005709, 1.0786259560845792, 0.484380621695891, 1.5361817024531774, 1.024321652832441, -0.640381445758976, 1.0270039548631757, 0.6330946339294314, 1.2039252179674804, 1.0924712205305696, -0.1771539176406804, 1.3877198018017225, 0.6579243275336921, 0.7090243257989641, 0.7147037503309548, 0.9325116805848666, 0.9991102549247444, 2.1676457970461342, 0.4309755293652415, 0.0685321548953652, -0.5937597118318081, -1.8770477014986682, 8.428760191469337]|102.6548080444335938|      0.30000000|[4201, 280, 0, 70]                                                         | 
      36|[-0.5346357291564345, 2.1576143400743604, 2.4674534536898136, 0.1711782128550112, 2.9057813487015665, 0.0303353550843894, 2.959670122305397, 2.1472502322867513, -1.62800876586698, 0.0478765142615885, 0.9469635202549398, 2.7825918541057035, 0.7204763580521103, 2.2985680140554905, -0.24568208825076, 1.2324463594704866, 0.0414618181530386, -0.2935050409287214, 1.2241814211010933, 2.069197352975607, 1.958926765306387, -2.73484791489318, -1.9389257188886404, 1.8298618230037391, 0.1208470356650651, 2.4378058698493987, 1.141696972772479, -0.4509781752713025, 0.6100209834985435, 0.8270294414833188, 1.2410965571179986, 0.3502651522285305, 1.0695473444648087, 0.4829225694993511, 1.55780078767566, 1.028632331523113, -0.6655584533000365, 1.07336676097475, 0.6464939033612609, 1.2264576028101146, 1.1215705247595906, -0.1459371099772397, 1.3955398436519317, 0.6419662213884294, 0.7345505923440214, 0.7313199047930539, 0.9195495208841749, 1.009031259920448, 2.168875616422156, 0.4271797842811793, 0.0578777529299259, -0.5940207188250497, -1.8636934671012568, 8.467995433180477]|101.2592620849609375|      1.00000000|[4321, 288, 0, 72]                                                         | 
      37|[-0.489098678342998, 2.0622327821329236, 2.442182656377554, 0.0651497826911509, 2.9064791242126375, 0.0272223574575037, 2.996742453018669, 2.1364574506878853, -1.7207550758030266, 0.0028370914515108, 0.9359714412130415, 2.8032638755394146, 0.7435086302866694, 2.296030850149691, -0.2712675552465953, 1.42009143717587, -0.0058063005562872, -0.1919695120304823, 1.1870098114013672, 2.023814305663109, 1.9781622905866243, -2.7203959724865854, -1.8750355448573828, 1.82513334043324, 0.1061159470118582, 2.4455949317198247, 1.2065291982144117, -0.4124662359245121, 0.677076059859246, 0.8905686782673001, 1.242838327307254, 0.4039722750312649, 1.009284392464906, 0.4153952902415767, 1.6953152447822504, 0.923463266226463, -0.5909444723511115, 1.1696805653627962, 0.5923737278208137, 1.3107872824184597, 1.0825624475255609, -0.1516062786395196, 1.3899446145514958, 0.5827190256677568, 0.6798833989014383, 0.8546625231392682, 1.0046405157190748, 0.9083607136271894, 2.031128283968428, 0.3883592828642577, 0.0016157738864422, -0.5084065889241174, -1.7977827850190806, 8.440184775783564]| 98.8981857299804688|      3.33333333|[4441, 296, 0, 74]                                                         | 
