k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
     121|[-0.2612723199999891, 0.1224721824401058, 1.2615098617679905, 0.5214770709571894, 3.916732297198905, 0.026502574357437, 0.4415924490967882, 0.4864372507072403, 0.2232899784576148, 0.0530523154884577, 0.2320769575308077, 0.0115963081043446, 0.1486075703433016, 0.0140329994028434, 13.15507898927899, 0.0982600259158062, 0.2599535422923509, -0.0823261745972559, -0.290563490241766, -1.6425955400336534, -0.4030860076309182, -0.6762546524405479, -0.9486116449115798, -0.7657596280623693, 4.113431252160808, 15.935178145518876, -1.3162658649671357, -1.7523989321489353, -1.8453767082974082, -2.085819021514908, -2.35063357170543, -2.751184174709124, -2.8171151283750078, -2.9790728770167334, 8.33754104169202, 31.7616287368146, -4.094150630175136, -4.679296046670061, -5.1788720025797375, -4.933413821505383, -5.844796640682034, -5.719371523475274, -5.541750936012249, 34.64044144040963, 1.1769405581289902, -4.326133703056257, -3.2331847917521372, -1.8940084453934105, -0.5349067437055055, 1.194835195725318, 2.554411560675362, 3.2293665254837833, 2.947849478921853, -2.143000211159233]|106.3800048828125000|      3.33333333|[7261, 484, 0, 484]                                                        | 
     122|[-0.2612723199999891, 0.1224721824401058, 1.2615098617679905, 0.5214770709571894, 3.916732297198905, 0.026502574357437, 0.4415924490967882, 0.4864372507072403, 0.2232899784576148, 0.0530523154884577, 0.2320769575308077, 0.0115963081043446, 0.1486075703433016, 0.0140329994028434, 13.15507898927899, 0.0982600259158062, 0.2599535422923509, -0.0823261745972559, -0.290563490241766, -1.6425955400336534, -0.4030860076309182, -0.6762546524405479, -0.9486116449115798, -0.7657596280623693, 4.113431252160808, 15.935178145518876, -1.3162658649671357, -1.7523989321489353, -1.8453767082974082, -2.085819021514908, -2.35063357170543, -2.751184174709124, -2.8171151283750078, -2.9790728770167334, 8.33754104169202, 31.7616287368146, -4.094150630175136, -4.679296046670061, -5.1788720025797375, -4.933413821505383, -5.844796640682034, -5.719371523475274, -5.541750936012249, 34.64044144040963, 1.1769405581289902, -4.326133703056257, -3.2331847917521372, -1.8940084453934105, -0.5349067437055055, 1.194835195725318, 2.554411560675362, 3.2293665254837833, 2.947849478921853, -2.143000211159233]|106.3800048828125000|      1.00000000|[7321, 488, 0, 488]                                                        | 
     123|[-0.2444739261991344, 0.114553059975151, 1.2669283956929576, 0.5261639052478131, 3.9199944009669707, 0.0278180975292344, 0.440674333316565, 0.4983425036407425, 0.2181289952713996, 0.0464129345491529, 0.2246826544287615, 0.0043161185603822, 0.142377991360263, 0.0097719983896241, 13.153598183824215, 0.1001809683657484, 0.2656336339714471, -0.0728532344801351, -0.2776286220178008, -1.6269134369213134, -0.3857504642219283, -0.6587091833353043, -0.9325956831453368, -0.7532318688754458, 4.120389656251064, 15.93447666578868, -1.3266027054924052, -1.7741016091604251, -1.8798018290981418, -2.133828666708723, -2.412490381708949, -2.8264696392343467, -2.904678464270546, -3.0770171143085463, 8.23182990195346, 32.70895110543643, -4.205118184327148, -4.786902234132867, -5.278899221040774, -5.021799098001793, -5.917930817115121, -5.774416424101219, -5.508469605993014, 34.62545335608593, 1.1809379943879321, -4.3061199292424135, -3.201849300065078, -1.8575563308113487, -0.5005705046060029, 1.2196238790056668, 2.563283797731856, 3.2188132902956568, 2.919668672955595, -2.17847707454348]|104.2423629760742188|      3.33333333|[7381, 492, 0, 492]                                                        | 
     124|[-0.2444739261991344, 0.114553059975151, 1.2669283956929576, 0.5261639052478131, 3.9199944009669707, 0.0278180975292344, 0.440674333316565, 0.4983425036407425, 0.2181289952713996, 0.0464129345491529, 0.2246826544287615, 0.0043161185603822, 0.142377991360263, 0.0097719983896241, 13.153598183824215, 0.1001809683657484, 0.2656336339714471, -0.0728532344801351, -0.2776286220178008, -1.6269134369213134, -0.3857504642219283, -0.6587091833353043, -0.9325956831453368, -0.7532318688754458, 4.120389656251064, 15.93447666578868, -1.3266027054924052, -1.7741016091604251, -1.8798018290981418, -2.133828666708723, -2.412490381708949, -2.8264696392343467, -2.904678464270546, -3.0770171143085463, 8.23182990195346, 32.70895110543643, -4.205118184327148, -4.786902234132867, -5.278899221040774, -5.021799098001793, -5.917930817115121, -5.774416424101219, -5.508469605993014, 34.62545335608593, 1.1809379943879321, -4.3061199292424135, -3.201849300065078, -1.8575563308113487, -0.5005705046060029, 1.2196238790056668, 2.563283797731856, 3.2188132902956568, 2.919668672955595, -2.17847707454348]|104.2423629760742188|      1.00000000|[7441, 496, 0, 496]                                                        | 
     125|[-0.2444739261991344, 0.114553059975151, 1.2669283956929576, 0.5261639052478131, 3.9199944009669707, 0.0278180975292344, 0.440674333316565, 0.4983425036407425, 0.2181289952713996, 0.0464129345491529, 0.2246826544287615, 0.0043161185603822, 0.142377991360263, 0.0097719983896241, 13.153598183824215, 0.1001809683657484, 0.2656336339714471, -0.0728532344801351, -0.2776286220178008, -1.6269134369213134, -0.3857504642219283, -0.6587091833353043, -0.9325956831453368, -0.7532318688754458, 4.120389656251064, 15.93447666578868, -1.3266027054924052, -1.7741016091604251, -1.8798018290981418, -2.133828666708723, -2.412490381708949, -2.8264696392343467, -2.904678464270546, -3.0770171143085463, 8.23182990195346, 32.70895110543643, -4.205118184327148, -4.786902234132867, -5.278899221040774, -5.021799098001793, -5.917930817115121, -5.774416424101219, -5.508469605993014, 34.62545335608593, 1.1809379943879321, -4.3061199292424135, -3.201849300065078, -1.8575563308113487, -0.5005705046060029, 1.2196238790056668, 2.563283797731856, 3.2188132902956568, 2.919668672955595, -2.17847707454348]|104.2423629760742188|      0.30000000|[7501, 500, 0, 500]                                                        | 
     126|[-0.2079800697392784, 0.1689030002453364, 1.5507838339253794, 0.4943591089395341, 3.8892622256316827, -0.0009305954154115, 0.4145992700432544, 0.4754102610386326, 0.1986002505291253, 0.030361364595592, 0.2120223866659217, -0.0051675066206371, 0.1357594464352587, 0.0056413294514641, 13.15154177491786, 0.0997749614907661, 0.2664662958995905, -0.07116340380162, -0.2754192538559437, -1.6275966161047108, -0.3832979263388552, -0.6564163016155362, -0.9305741199059412, -0.7515425758028869, 4.121728613361483, 15.935480657950393, -1.3258952471369412, -1.7736397964763455, -1.879532473089057, -2.133705355496204, -2.412480917381572, -2.826561354833757, -2.9048810469685122, -3.077362682655803, 8.231289580027806, 32.70815021255112, -4.206251307623461, -4.788434668735135, -5.280881425889675, -5.024252042174339, -5.9208333062706515, -5.77769386745058, -5.512697002093773, 34.62190022984578, 1.1776118298294023, -4.308904699690174, -3.203751099179499, -1.8582439307501772, -0.499777765275212, 1.222022691683378, 2.567174507683376, 3.223714230058249, 2.9245708662783727, -2.175306413380895]|103.1666564941406250|      1.00000000|[7561, 504, 0, 504]                                                        | 
     127|[-0.2079800697392784, 0.1689030002453364, 1.5507838339253794, 0.4943591089395341, 3.8892622256316827, -0.0009305954154115, 0.4145992700432544, 0.4754102610386326, 0.1986002505291253, 0.030361364595592, 0.2120223866659217, -0.0051675066206371, 0.1357594464352587, 0.0056413294514641, 13.15154177491786, 0.0997749614907661, 0.2664662958995905, -0.07116340380162, -0.2754192538559437, -1.6275966161047108, -0.3832979263388552, -0.6564163016155362, -0.9305741199059412, -0.7515425758028869, 4.121728613361483, 15.935480657950393, -1.3258952471369412, -1.7736397964763455, -1.879532473089057, -2.133705355496204, -2.412480917381572, -2.826561354833757, -2.9048810469685122, -3.077362682655803, 8.231289580027806, 32.70815021255112, -4.206251307623461, -4.788434668735135, -5.280881425889675, -5.024252042174339, -5.9208333062706515, -5.77769386745058, -5.512697002093773, 34.62190022984578, 1.1776118298294023, -4.308904699690174, -3.203751099179499, -1.8582439307501772, -0.499777765275212, 1.222022691683378, 2.567174507683376, 3.223714230058249, 2.9245708662783727, -2.175306413380895]|103.1666564941406250|      0.30000000|[7621, 508, 0, 508]                                                        | 
     128|[-0.2067433895426802, 0.1799654025235213, 1.548038534790976, 0.4926311779709067, 3.888808569703542, -7.0606183726e-06, 0.4168422179718618, 0.4787597761824145, 0.2027044796850532, 0.0347538972273469, 0.2161529689910822, -0.0018981306202477, 0.1375562341563636, 0.0053789486119058, 13.148693586525042, 0.0939059761731187, 0.257260035345098, -0.0811878647655249, -0.2916780989617109, -1.6472576440428384, -0.406066621246282, -0.6818486424162984, -0.9580930330557749, -0.7804611531610135, 4.407443537696963, 15.906112488344661, -1.354256809776416, -1.8001999111729674, -1.9035646244155942, -2.1545886064777733, -2.4297334892623894, -2.839868696208214, -2.9141165910987183, -3.082599673405639, 8.229776597261662, 32.70989530721272, -4.2018834601622075, -4.782214568753261, -5.273668770736549, -5.016939177177846, -5.910622087190859, -5.772657348075882, -5.509759047476109, 34.62240067725361, 1.1756361176958308, -4.313056628394406, -3.209431365481578, -1.864488171544508, -0.505391232931288, 1.2183083285926841, 2.566455225838581, 3.2265575623023324, 2.9305258857784793, -2.168359782139305]|102.4177246093750000|      1.00000000|[7681, 512, 0, 512]                                                        | 
     129|[-0.2067433895426802, 0.1799654025235213, 1.548038534790976, 0.4926311779709067, 3.888808569703542, -7.0606183726e-06, 0.4168422179718618, 0.4787597761824145, 0.2027044796850532, 0.0347538972273469, 0.2161529689910822, -0.0018981306202477, 0.1375562341563636, 0.0053789486119058, 13.148693586525042, 0.0939059761731187, 0.257260035345098, -0.0811878647655249, -0.2916780989617109, -1.6472576440428384, -0.406066621246282, -0.6818486424162984, -0.9580930330557749, -0.7804611531610135, 4.407443537696963, 15.906112488344661, -1.354256809776416, -1.8001999111729674, -1.9035646244155942, -2.1545886064777733, -2.4297334892623894, -2.839868696208214, -2.9141165910987183, -3.082599673405639, 8.229776597261662, 32.70989530721272, -4.2018834601622075, -4.782214568753261, -5.273668770736549, -5.016939177177846, -5.910622087190859, -5.772657348075882, -5.509759047476109, 34.62240067725361, 1.1756361176958308, -4.313056628394406, -3.209431365481578, -1.864488171544508, -0.505391232931288, 1.2183083285926841, 2.566455225838581, 3.2265575623023324, 2.9305258857784793, -2.168359782139305]|102.4177246093750000|      0.30000000|[7741, 516, 0, 516]                                                        | 
     130|[-0.2055067093460821, 0.1910278048017062, 1.5452932356565725, 0.4909032470022794, 3.8883549137754017, 0.0009164741786662, 0.4190851659004693, 0.4821092913261964, 0.2068087088409811, 0.0391464298591018, 0.2095250279526226, 0.0013712453801418, 0.1393530218774686, 0.0051165677723475, 13.145845398132224, 0.0880369908554712, 0.2480537747906055, -0.0939085185527802, -0.3079369440674782, -1.6669186719809659, -0.4288353161537088, -0.7072809832170606, -0.9856119462056085, -0.8093797305191401, 4.693158462032443, 15.876744318738929, -1.382618372415891, -1.8267600258695893, -1.9275967757421313, -2.1748183446834446, -2.446986061143207, -2.8531760375826707, -2.9233521352289245, -3.087836664155475, 8.228263614495518, 32.71164040187432, -4.197515612700954, -4.775994468771387, -5.2664561155834235, -5.009626312181354, -5.9040689369430766, -5.767620828701183, -5.506821092858445, 34.62290112466144, 1.1736604055622593, -4.317208557098638, -3.2151116317836568, -1.870732412338839, -0.5110047005873639, 1.2145939655019902, 2.5657359439937863, 3.2294008945464157, 2.936480905278586, -2.1614131508977152]|102.2566452026367188|      1.00000000|[7801, 520, 0, 520]                                                        | 
     131|[-0.2055067093460821, 0.1910278048017062, 1.5452932356565725, 0.4909032470022794, 3.8883549137754017, 0.0009164741786662, 0.4190851659004693, 0.4821092913261964, 0.2068087088409811, 0.0391464298591018, 0.2095250279526226, 0.0013712453801418, 0.1393530218774686, 0.0051165677723475, 13.145845398132224, 0.0880369908554712, 0.2480537747906055, -0.0939085185527802, -0.3079369440674782, -1.6669186719809659, -0.4288353161537088, -0.7072809832170606, -0.9856119462056085, -0.8093797305191401, 4.693158462032443, 15.876744318738929, -1.382618372415891, -1.8267600258695893, -1.9275967757421313, -2.1748183446834446, -2.446986061143207, -2.8531760375826707, -2.9233521352289245, -3.087836664155475, 8.228263614495518, 32.71164040187432, -4.197515612700954, -4.775994468771387, -5.2664561155834235, -5.009626312181354, -5.9040689369430766, -5.767620828701183, -5.506821092858445, 34.62290112466144, 1.1736604055622593, -4.317208557098638, -3.2151116317836568, -1.870732412338839, -0.5110047005873639, 1.2145939655019902, 2.5657359439937863, 3.2294008945464157, 2.936480905278586, -2.1614131508977152]|102.2566452026367188|      0.30000000|[7861, 524, 0, 524]                                                        | 
     132|[-0.2135243620141409, 0.1944608612102456, 1.5426221431407612, 0.4885566424054559, 3.8867055740920478, 0.0002686895022634, 0.4196366148025845, 0.4839245647526695, 0.2098054324742407, 0.0430939621292055, 0.2140549250761978, 0.0059980685036862, 0.1435036010952899, 0.0081655267276801, 13.147154563630465, 0.0869962487049634, 0.26951642576023, -0.1011707768775523, -0.318829863332212, -1.6815826020319946, -0.4472334595047869, -0.7291923658922315, -1.0106341902865097, -0.8369417490030173, 4.663774234562879, 16.16212274505233, -1.413070772861829, -1.8563486283528619, -1.9553942009079037, -2.199962387130654, -2.4522350906343036, -2.8709274668126454, -2.9367210370255634, -3.0966587718430674, 8.223907240462722, 32.711419164261315, -4.194170483620837, -4.76986181671964, -5.258479634823743, -5.000852776691318, -5.895571595407091, -5.760411047143862, -5.501752911775839, 34.62522705575975, 1.172984976961743, -4.320733524102252, -3.2208861898398027, -1.8777197926683584, -0.5178105871018488, 1.2095512439846061, 2.563937564525986, 3.231791154423263, 2.942846957477741, -2.1532856291742064]|102.0990295410156250|      1.00000000|[7921, 528, 0, 528]                                                        | 
     133|[-0.2135243620141409, 0.1944608612102456, 1.5426221431407612, 0.4885566424054559, 3.8867055740920478, 0.0002686895022634, 0.4196366148025845, 0.4839245647526695, 0.2098054324742407, 0.0430939621292055, 0.2140549250761978, 0.0059980685036862, 0.1435036010952899, 0.0081655267276801, 13.147154563630465, 0.0869962487049634, 0.26951642576023, -0.1011707768775523, -0.318829863332212, -1.6815826020319946, -0.4472334595047869, -0.7291923658922315, -1.0106341902865097, -0.8369417490030173, 4.663774234562879, 16.16212274505233, -1.413070772861829, -1.8563486283528619, -1.9553942009079037, -2.199962387130654, -2.4522350906343036, -2.8709274668126454, -2.9367210370255634, -3.0966587718430674, 8.223907240462722, 32.711419164261315, -4.194170483620837, -4.76986181671964, -5.258479634823743, -5.000852776691318, -5.895571595407091, -5.760411047143862, -5.501752911775839, 34.62522705575975, 1.172984976961743, -4.320733524102252, -3.2208861898398027, -1.8777197926683584, -0.5178105871018488, 1.2095512439846061, 2.563937564525986, 3.231791154423263, 2.942846957477741, -2.1532856291742064]|102.0990295410156250|      0.30000000|[7981, 532, 0, 532]                                                        | 
     134|[-0.2135243620141409, 0.1944608612102456, 1.5426221431407612, 0.4885566424054559, 3.8867055740920478, 0.0002686895022634, 0.4196366148025845, 0.4839245647526695, 0.2098054324742407, 0.0430939621292055, 0.2140549250761978, 0.0059980685036862, 0.1435036010952899, 0.0081655267276801, 13.147154563630465, 0.0869962487049634, 0.26951642576023, -0.1011707768775523, -0.318829863332212, -1.6815826020319946, -0.4472334595047869, -0.7291923658922315, -1.0106341902865097, -0.8369417490030173, 4.663774234562879, 16.16212274505233, -1.413070772861829, -1.8563486283528619, -1.9553942009079037, -2.199962387130654, -2.4522350906343036, -2.8709274668126454, -2.9367210370255634, -3.0966587718430674, 8.223907240462722, 32.711419164261315, -4.194170483620837, -4.76986181671964, -5.258479634823743, -5.000852776691318, -5.895571595407091, -5.760411047143862, -5.501752911775839, 34.62522705575975, 1.172984976961743, -4.320733524102252, -3.2208861898398027, -1.8777197926683584, -0.5178105871018488, 1.2095512439846061, 2.563937564525986, 3.231791154423263, 2.942846957477741, -2.1532856291742064]|102.0990295410156250|      0.09000000|[8041, 536, 0, 536]                                                        | 
     135|[-0.213153357966803, 0.1977795819402672, 1.5417985534004401, 0.4880382631381508, 3.8865694773194264, 0.0005457499355543, 0.4203094992044498, 0.4849294193190872, 0.2110367011046037, 0.0444117218721658, 0.2152940998203121, 0.0069788813270861, 0.1440426373883383, 0.008086812478723, 13.146300107124262, 0.0852355531096691, 0.2667545474541839, -0.1049869731068611, -0.3237075167708099, -1.6874809105065651, -0.4540640679770149, -0.7368220677599311, -1.0188898647902533, -0.8456173223967198, 4.749488708883291, 16.170374038614682, -1.421579241839936, -1.864316662948113, -1.962603846026468, -2.2062273624251247, -2.457410862291681, -2.874919669038718, -2.9394917002646253, -3.0982298691378674, 8.223453345650341, 32.71455193735892, -4.192860129405744, -4.767995786678512, -5.256315838138107, -4.998658917145804, -5.89360565028619, -5.758900091401301, -5.500871525378898, 34.62537718997919, 1.17239226331003, -4.321979102736805, -3.2225902697537094, -1.8795930649066577, -0.5194946273986716, 1.2084369350341149, 2.563721779966727, 3.2326441541081294, 2.944633463281207, -2.1512016398482956]|102.0529251098632812|      0.30000000|[8101, 540, 0, 540]                                                        | 
